File path,File Name,Test Files Added Date,Number Of People Involved,Number of Modifications,Modification Dates,People involved
numpy/lib/tests/test_recfunctions.py, test_recfunctions.py, 2009-01-22, 12, 50,  2009-01-22 2009-02-02 2009-02-19 2009-03-09 2009-03-30 2010-02-20 2010-03-26 2011-01-25 2011-04-05 2011-06-29 2011-07-19 2011-08-25 2013-02-27 2013-03-27 2013-04-06 2013-04-13 2013-08-18 2013-09-02 2014-07-30 2015-03-04 2015-07-04 2015-10-25 2017-05-08 2017-06-27 2017-07-01 2017-07-17 2018-03-25 2018-04-04 2018-06-10 2018-09-13 2018-01-30 2018-10-31 2018-11-24 2019-01-05 2019-04-14 2019-07-14 2019-07-20 2019-08-16 2019-08-20 2019-08-18 2020-01-01 2019-08-27 2020-01-05,  pierregm David Cournapeau Pauli Virtanen Charles Harris Mark Wiebe Skipper Seabold Allan Haldane Eric Wieser Roman Yurchak Colin Snyder Warren Weckesser Jon Dufresne
None, test_decorators.py, 2009-02-05, 11, 24,  2009-02-05 2011-03-29 2013-02-27 2013-03-05 2013-03-27 2013-04-06 2013-08-18 2015-07-05 2015-11-15 2016-06-19 2017-05-09 2017-07-05 2017-07-08 2018-03-25 2018-04-04 2018-08-19 2018-09-08 2018-12-06 2019-06-28 2019-08-27 2020-01-05 2020-01-28 2020-12-20,  Alan McIntyre Ralf Gommers Charles Harris Evgeni Burovski Sebastian Berg Ville Skyttä mattip Roman Yurchak Jon Dufresne Mike Taves Ryan Polley
numpy/core/tests/test_dtype.py, test_dtype.py, 2009-03-16, 43, 141,  2009-03-16 2009-06-10 2010-02-21 2010-05-24 2010-10-31 2010-10-20 2010-10-30 2011-05-20 2011-06-21 2011-06-22 2011-06-23 2011-07-18 2011-07-22 2011-08-22 2012-02-13 2012-03-05 2012-03-18 2012-08-07 2012-12-11 2012-12-14 2012-12-17 2012-12-21 2012-12-28 2013-02-27 2013-03-27 2013-04-06 2013-04-21 2013-08-18 2013-12-02 2014-02-28 2014-03-12 2014-05-16 2014-10-15 2015-03-26 2014-12-03 2015-04-27 2015-05-27 2015-07-19 2015-07-05 2015-07-22 2015-09-25 2015-12-06 2016-02-17 2015-10-08 2016-09-21 2016-11-15 2017-02-24 2017-04-21 2017-05-24 2017-07-17 2017-08-01 2015-07-28 2017-03-22 2017-03-23 2018-01-19 2018-02-18 2018-03-23 2018-03-25 2018-04-04 2018-04-17 2018-07-31 2018-02-15 2018-09-03 2018-09-19 2018-10-21 2018-10-23 2018-11-08 2018-11-09 2018-11-13 2018-11-15 2018-11-19 2018-11-24 2019-01-15 2019-02-21 2019-02-26 2018-09-01 2019-04-14 2019-02-20 2019-05-31 2019-06-07 2019-06-27 2019-07-03 2019-07-07 2019-08-28 2019-08-31 2017-12-02 2019-11-11 2019-12-19 2019-08-27 2020-01-05 2020-01-08 2020-02-18 2020-06-10 2020-06-11 2020-09-17 2020-10-07 2020-10-18 2020-10-20 2020-11-04 2021-01-06 2021-02-04 2021-02-12 2021-04-19 2021-05-12 2021-05-14 2021-05-16 2021-06-12 2021-06-15 2021-07-04 2021-07-07 2021-08-10 2021-08-30 2021-09-16 2021-09-29 2021-10-08 2021-10-10 2021-11-12 2022-02-22 2022-03-14,  David Cournapeau Travis Oliphant Charles Harris Robert Kern Mark Wiebe Pauli Virtanen cgohlke Jay Bourque Nathaniel J. Smith Sebastian Berg Daniel da Silva Sankarshan Mudkavi Mike Kelly Julian Taylor Blake Griffith Antoine Pitrou Jaime Fernandez Erik M. Bray Allan Haldane Jim Crist Eric Wieser Simon Gibbons Ihor Melnyk mattip Pierre Glaser Mircea Akos Bruma Mircea-Akos Brumă Roman Yurchak kirienko Antony Lee luzpaz Steve Stagg Brian Wignall Jon Dufresne Seth Troisi Josh Wilson Ganesh Kathiresan slepton NectDz Bas van Beek Alessia Marcolini warren Geoffrey Gunter
numpy/distutils/tests/test_npy_pkg_config.py, test_npy_pkg_config.py, 2009-07-26, 5, 16,  2009-07-26 2009-12-06 2010-02-21 2013-02-27 2013-03-27 2013-04-06 2014-03-02 2014-03-05 2015-07-25 2015-12-24 2017-07-17 2018-04-04 2019-08-27 2020-01-05,  David Cournapeau Pauli Virtanen Charles Harris Daniel da Silva Jon Dufresne
None, testcalcs.py, 2009-08-26, 2, 9,  2009-08-26 2009-10-20 2011-02-03 2011-04-05 2013-02-27 2013-03-27 2013-04-06 2013-08-18 2014-09-15,  Travis Oliphant Charles Harris
numpy/core/tests/test_umath_complex.py, test_umath_complex.py, 2009-11-04, 13, 51,  2009-11-04 2009-12-07 2010-02-21 2010-08-14 2010-10-20 2010-11-08 2011-03-11 2011-09-08 2012-02-20 2013-01-02 2013-02-27 2013-03-05 2013-03-27 2013-04-06 2013-07-11 2013-08-18 2015-07-05 2015-07-22 2017-07-17 2017-08-01 2018-02-28 2018-03-25 2018-04-04 2018-04-07 2019-01-07 2019-08-27 2020-01-05 2019-12-17 2020-01-29 2020-06-10 2020-06-22 2021-05-19 2021-08-06 2021-08-30,  David Cournapeau Pauli Virtanen Charles Harris rgommers Rui Pereira Ralf Gommers Eric Wieser xoviat mattip Jon Dufresne Raghuveer Devulapalli Mike Taves Bas van Beek
numpy/polynomial/tests/test_chebyshev.py, test_chebyshev.py, 2009-11-14, 10, 48,  2009-11-14 2009-11-28 2010-02-21 2010-02-27 2010-05-21 2010-05-23 2010-06-07 2010-07-18 2010-08-15 2010-08-16 2010-08-17 2011-03-13 2011-12-18 2011-12-20 2011-12-22 2011-12-23 2011-12-24 2012-01-01 2012-05-11 2013-01-23 2013-03-05 2013-03-27 2013-04-06 2013-06-20 2013-08-18 2013-09-03 2014-07-29 2015-10-12 2016-02-19 2017-07-17 2017-05-30 2017-07-29 2017-10-26 2018-04-04 2018-08-26 2019-03-11 2019-08-27 2020-01-05 2020-01-26,  Charles Harris Pauli Virtanen Nathaniel J. Smith Jonathan Underwood Dongjoon Hyun Lukas Mericle Jeffrey Yancey Eric Wieser Jon Dufresne Anton Ritter-Gogerly
numpy/polynomial/tests/test_polyutils.py, test_polyutils.py, 2009-11-14, 5, 14,  2009-11-14 2010-02-21 2010-08-11 2013-03-27 2013-04-06 2013-08-18 2013-09-03 2014-07-29 2017-07-17 2018-04-04 2018-04-29 2019-08-27 2020-01-05 2021-02-28,  Charles Harris Pauli Virtanen Marten van Kerkwijk Jon Dufresne jbCodeHub
numpy/core/tests/test_datetime.py, test_datetime.py, 2009-11-20, 35, 159,  2009-11-20 2010-02-21 2010-04-27 2010-05-09 2010-12-10 2011-04-05 2011-05-19 2011-05-20 2011-05-23 2011-05-24 2011-05-25 2011-05-26 2011-05-27 2011-05-31 2011-06-01 2011-06-02 2011-06-03 2011-06-07 2011-06-08 2011-06-09 2011-06-10 2011-06-13 2011-06-14 2011-06-15 2011-06-16 2011-06-17 2011-06-20 2011-06-22 2011-07-10 2011-07-12 2011-07-15 2011-07-19 2011-07-26 2011-08-19 2011-09-17 2011-09-30 2012-03-24 2012-04-15 2012-05-07 2012-04-27 2012-05-10 2012-06-08 2012-12-11 2013-02-27 2013-03-27 2013-04-06 2013-08-18 2013-12-02 2014-03-19 2014-03-25 2014-10-23 2015-04-27 2015-07-01 2015-07-05 2015-07-22 2015-09-01 2015-10-12 2015-12-10 2016-01-05 2016-01-12 2016-01-14 2016-01-16 2016-01-18 2016-06-19 2017-01-16 2017-03-25 2017-04-21 2016-12-26 2017-07-17 2017-08-07 2017-10-03 2017-10-08 2017-11-28 2018-03-31 2018-03-25 2018-04-04 2018-05-23 2018-05-24 2018-05-25 2018-08-08 2018-08-19 2018-08-30 2018-09-01 2018-09-13 2018-10-05 2018-09-19 2018-10-15 2018-11-01 2019-01-09 2019-02-21 2019-03-01 2019-03-26 2019-03-30 2019-06-05 2019-10-15 2019-11-21 2019-01-02 2019-12-11 2019-08-27 2020-01-05 2020-06-12 2020-06-19 2020-05-31 2020-08-28 2020-08-30 2020-10-27 2021-02-17 2021-03-17 2021-03-18 2021-08-19 2021-10-02 2021-09-07 2021-12-03 2021-12-08,  Travis Oliphant Charles Harris Stefan van der Walt Pauli Virtanen Simon Blyth Mark Wiebe Derek Homeier Ben Walsh Steve R. Hastings Ralf Gommers Thouis (Ray) Jones Jay Bourque Charles G Waldman Julian Taylor Jaime Fernandez Antoine Pitrou Stephan Hoyer = Sebastian Berg Eric Wieser Keno Goertz Orestis Floros Matti Picus mattip Tyler Reddy Pierre Glaser Debsankha Manik Siddhesh Poyarekar Zijie (ZJ) Poh Tirth Patel Jon Dufresne Anirudh Subramanian Veniamin Petrenko shubham11941140 drosin
numpy/f2py/tests/test_callback.py, test_callback.py, 2010-03-06, 11, 40,  2010-03-06 2010-03-31 2011-03-11 2011-04-05 2012-11-17 2013-02-27 2013-03-27 2013-04-06 2013-04-08 2013-08-18 2014-02-16 2015-07-25 2017-08-06 2017-09-04 2017-09-09 2017-11-15 2018-03-25 2018-04-04 2018-08-29 2018-08-28 2019-08-27 2020-01-05 2020-03-18 2020-06-07 2021-01-18 2021-01-19 2021-02-07 2021-02-09 2021-09-29 2021-10-08 2021-12-02 2021-12-04 2021-12-06,  Pauli Virtanen David Cournapeau Pearu Peterson Charles Harris xoviat Elliott Sales de Andrade Eric Wieser Jon Dufresne Matti Picus Rohit Goswami Alessia Marcolini
numpy/f2py/tests/test_mixed.py, test_mixed.py, 2010-03-06, 8, 20,  2010-03-06 2010-03-31 2011-03-11 2012-11-17 2013-02-27 2013-03-27 2013-04-06 2015-07-25 2017-08-06 2018-03-25 2018-04-04 2018-08-28 2019-08-27 2020-03-18 2021-11-28 2021-12-02 2021-12-06,  Pauli Virtanen David Cournapeau Pearu Peterson Charles Harris Eric Wieser Jon Dufresne Matti Picus Rohit Goswami
numpy/f2py/tests/test_return_character.py, test_return_character.py, 2010-03-06, 11, 24,  2010-03-06 2010-03-31 2011-03-11 2013-02-27 2013-03-27 2013-04-06 2013-04-08 2013-08-18 2015-07-25 2017-03-25 2017-08-06 2018-03-25 2018-04-04 2018-08-29 2019-08-27 2020-03-18 2021-04-12 2021-06-13 2021-06-15 2021-09-21 2021-12-02 2021-12-04 2021-12-06,  Pauli Virtanen David Cournapeau Pearu Peterson Charles Harris Eric Wieser Elliott Sales de Andrade Jon Dufresne Matti Picus Ralf Gommers Dimitri Papadopoulos Rohit Goswami
numpy/f2py/tests/test_return_complex.py, test_return_complex.py, 2010-03-06, 9, 21,  2010-03-06 2010-03-31 2011-03-11 2013-02-27 2013-03-27 2013-04-06 2013-04-08 2013-04-11 2013-08-18 2015-07-25 2017-08-06 2018-03-25 2018-04-04 2018-08-29 2019-08-27 2020-03-18 2020-03-26 2021-12-02 2021-12-04 2021-12-06,  Pauli Virtanen David Cournapeau Pearu Peterson Charles Harris Elliott Sales de Andrade Jon Dufresne Matti Picus Eric Wieser Rohit Goswami
numpy/f2py/tests/test_return_integer.py, test_return_integer.py, 2010-03-06, 9, 21,  2010-03-06 2010-03-31 2011-03-11 2013-02-27 2013-03-27 2013-04-06 2013-04-08 2013-04-11 2013-08-18 2015-07-25 2017-08-06 2018-03-25 2018-04-04 2018-08-29 2019-08-27 2020-03-18 2020-03-26 2021-12-02 2021-12-04 2021-12-06,  Pauli Virtanen David Cournapeau Pearu Peterson Charles Harris Elliott Sales de Andrade Jon Dufresne Matti Picus Eric Wieser Rohit Goswami
numpy/f2py/tests/test_return_logical.py, test_return_logical.py, 2010-03-06, 8, 20,  2010-03-06 2010-03-31 2011-03-11 2013-02-27 2013-03-27 2013-04-06 2013-04-08 2013-04-11 2013-08-18 2015-07-25 2017-08-06 2018-03-25 2018-04-04 2018-08-29 2019-08-27 2020-03-26 2021-12-02 2021-12-04 2021-12-06,  Pauli Virtanen David Cournapeau Pearu Peterson Charles Harris Elliott Sales de Andrade Jon Dufresne Eric Wieser Rohit Goswami
numpy/f2py/tests/test_return_real.py, test_return_real.py, 2010-03-06, 9, 25,  2010-03-06 2010-03-31 2011-03-11 2013-02-27 2013-03-27 2013-04-06 2013-04-08 2013-04-11 2013-08-18 2015-07-25 2017-08-06 2018-03-25 2018-04-04 2018-08-29 2018-10-07 2019-08-27 2020-03-18 2020-03-26 2021-12-02 2021-12-04 2021-12-06 2022-04-30,  Pauli Virtanen David Cournapeau Pearu Peterson Charles Harris Elliott Sales de Andrade Jon Dufresne Matti Picus Eric Wieser Rohit Goswami
numpy/core/tests/test_arrayprint.py, test_arrayprint.py, 2010-07-18, 28, 95,  2010-07-18 2011-03-25 2011-03-29 2011-04-03 2011-06-03 2011-06-13 2011-06-21 2012-09-25 2012-09-26 2013-02-27 2013-03-27 2013-04-06 2013-04-17 2015-07-05 2015-07-22 2016-10-01 2016-10-15 2016-10-22 2017-01-15 2017-02-22 2017-03-25 2017-03-30 2017-04-20 2017-04-25 2017-04-24 2017-07-17 2017-06-01 2017-05-18 2017-06-30 2017-07-02 2017-09-14 2017-09-19 2017-09-07 2017-10-29 2017-11-04 2017-06-29 2017-10-03 2017-11-07 2017-04-22 2017-09-26 2017-11-12 2017-11-13 2017-11-15 2017-11-17 2017-11-27 2017-11-28 2017-11-30 2017-12-07 2017-12-08 2017-12-09 2018-01-10 2018-01-15 2018-01-17 2018-01-19 2017-12-29 2018-02-08 2018-02-16 2018-02-17 2018-02-25 2018-03-12 2018-03-25 2018-04-04 2018-04-21 2018-08-27 2018-11-08 2019-01-02 2019-07-25 2019-08-12 2019-08-27 2020-01-05 2020-01-14 2020-01-08 2020-01-23 2020-01-24 2020-03-26 2020-04-16 2020-04-17 2021-01-31 2021-03-15 2021-03-19 2021-10-06,  Pauli Virtanen Charles Harris Ralf Gommers Mark Wiebe Derek Homeier Skipper Seabold wrwrwr Shota Kawabuchi Sami Salonen Eric Wieser Jonathan Helmus Allan Haldane Evgeni Burovski luz.paz Tyler Reddy mattip Sebastian Berg Kexuan Sun kritisingh1 Jon Dufresne Brian Wignall Seth Troisi Warren Weckesser Zac-HD Pan Jan Mitchell Faas Mike Taves Dimitri Papadopoulos
numpy/tests/test_matlib.py, test_matlib.py, 2010-07-31, 7, 13,  2010-07-31 2012-11-23 2013-02-27 2013-03-27 2013-04-06 2013-08-18 2015-07-25 2017-08-01 2017-11-12 2018-04-04 2018-05-22 2019-08-27 2020-01-22,  Pauli Virtanen Charles Harris Eric Wieser Danny Hermes Marten van Kerkwijk Jon Dufresne Seth Troisi
numpy/polynomial/tests/test_legendre.py, test_legendre.py, 2010-08-17, 9, 31,  2010-08-17 2011-03-13 2011-12-18 2011-12-20 2011-12-22 2011-12-23 2011-12-24 2012-01-01 2012-05-11 2013-01-23 2013-03-05 2013-03-27 2013-04-06 2013-06-20 2013-08-18 2013-09-03 2014-07-29 2015-09-25 2016-02-19 2017-07-17 2017-10-26 2018-04-04 2018-08-26 2019-03-11 2019-08-27 2020-01-05 2020-01-26 2021-02-28,  Charles Harris Nathaniel J. Smith Jonathan Underwood Dongjoon Hyun Jeffrey Yancey Eric Wieser Jon Dufresne Anton Ritter-Gogerly jbCodeHub
numpy/core/tests/test_half.py, test_half.py, 2010-11-09, 12, 35,  2010-11-09 2010-12-01 2010-11-27 2010-12-02 2011-07-26 2012-03-14 2012-03-31 2013-01-02 2013-02-26 2013-02-27 2013-03-27 2013-04-06 2013-07-11 2013-08-18 2015-07-05 2015-07-22 2017-04-21 2017-05-05 2017-07-17 2017-08-01 2018-03-25 2018-04-04 2018-08-01 2018-10-21 2018-12-06 2019-01-24 2019-05-31 2019-08-27 2020-01-05 2020-04-17 2021-01-04 2021-06-04,  Mark Wiebe Nicolas Pinto Charles Harris Ralf Gommers Stephan Hoyer Eric Wieser mattip Roman Yurchak Sebastian Berg luzpaz Jon Dufresne Adam
numpy/core/tests/test_new_iterator.py, test_new_iterator.py, 2010-12-11, 2, 54,  2010-12-11 2010-12-12 2010-12-13 2010-12-14 2010-12-15 2010-12-16 2010-12-17 2010-12-20 2010-12-21 2010-12-22 2011-01-02 2011-01-04 2011-01-05 2011-01-06 2011-01-07 2011-01-11 2011-01-12 2011-01-13 2011-01-14 2011-01-18 2011-01-22 2011-01-25 2011-01-29 2011-01-30 2011-02-01 2011-02-02 2011-03-10 2011-03-13,  Mark Wiebe Pauli Virtanen
numpy/core/tests/test_einsum.py, test_einsum.py, 2011-02-01, 25, 56,  2011-02-01 2011-05-18 2011-05-21 2011-06-28 2011-07-18 2011-08-07 2012-01-21 2013-02-27 2013-03-01 2013-03-27 2013-04-06 2013-07-11 2013-08-18 2014-01-07 2014-03-16 2014-03-21 2014-10-04 2015-01-01 2015-06-05 2015-06-14 2015-07-05 2015-07-22 2016-01-27 2016-06-19 2016-09-09 2017-05-09 2017-07-18 2017-07-17 2017-09-26 2018-01-11 2018-01-09 2018-01-14 2018-03-24 2018-03-26 2018-04-04 2018-04-17 2018-05-31 2018-06-01 2018-06-08 2018-06-21 2018-07-03 2018-08-19 2018-12-01 2019-01-15 2019-10-19 2019-08-27 2020-01-05 2020-03-22 2020-04-17 2020-05-16 2020-05-30 2021-09-21 2021-11-09,  Mark Wiebe Charles Harris Sebastian Berg hpaulj Jez Ng Toon Verstraelen Ian Henriksen Dongjoon Hyun Daniel Smith Ville Skyttä Simon Conseil Eric Larson Eric Wieser Jaime Fernandez Toshiki Kataoka Juris Bogusevs Ryan Soklaski mattip Roman Yurchak Jack J. Woehr Jon Dufresne sgasse Ryan Daniel G. A. Smith Dimitri Papadopoulos
numpy/f2py/tests/test_assumed_shape.py, test_assumed_shape.py, 2011-02-25, 6, 20,  2011-02-25 2011-02-26 2011-02-27 2011-03-11 2011-05-06 2013-02-27 2013-03-27 2013-04-06 2013-04-08 2013-08-18 2015-07-25 2017-08-06 2018-03-25 2018-04-04 2019-12-14 2019-08-27 2021-03-19 2021-11-28 2021-12-02 2021-12-06,  Pearu Peterson Charles Harris Pauli Virtanen Jon Dufresne Mike Taves Rohit Goswami
numpy/f2py/tests/test_kind.py, test_kind.py, 2011-02-27, 4, 15,  2011-02-27 2011-03-11 2013-02-27 2013-03-27 2013-04-06 2013-08-18 2015-07-25 2017-08-06 2018-03-25 2018-04-04 2019-08-27 2021-11-28 2021-12-02 2021-12-06,  Pearu Peterson Charles Harris Jon Dufresne Rohit Goswami
numpy/polynomial/tests/test_hermite.py, test_hermite.py, 2010-09-22, 8, 31,  2010-09-22 2011-03-13 2011-12-18 2011-12-20 2011-12-22 2011-12-23 2011-12-24 2012-01-01 2012-05-11 2013-01-23 2013-03-05 2013-03-27 2013-04-06 2013-06-20 2013-08-18 2013-09-03 2014-07-29 2015-10-12 2016-02-19 2017-07-17 2017-10-26 2018-04-04 2018-08-26 2019-03-11 2019-08-27 2020-01-05 2020-01-26,  Charles Harris Nathaniel J. Smith Jonathan Underwood Dongjoon Hyun Jeffrey Yancey Eric Wieser Jon Dufresne Anton Ritter-Gogerly
numpy/polynomial/tests/test_hermite_e.py, test_hermite_e.py, 2010-09-22, 8, 31,  2010-09-22 2011-03-13 2011-12-18 2011-12-20 2011-07-17 2011-12-22 2011-12-23 2011-12-24 2012-01-01 2012-05-11 2013-01-23 2013-03-05 2013-03-27 2013-04-06 2013-06-20 2013-08-18 2013-09-03 2014-07-29 2015-12-03 2016-02-19 2017-07-17 2017-10-26 2018-04-04 2018-08-26 2019-03-11 2019-08-27 2020-01-05 2020-01-26,  Charles Harris Nathaniel J. Smith Jonathan Underwood Dongjoon Hyun Jeffrey Yancey Eric Wieser Jon Dufresne Anton Ritter-Gogerly
numpy/polynomial/tests/test_laguerre.py, test_laguerre.py, 2010-09-22, 8, 30,  2010-09-22 2011-03-13 2011-12-18 2011-12-20 2011-12-22 2011-12-23 2011-12-24 2012-01-01 2012-05-11 2013-01-23 2013-03-05 2013-03-27 2013-04-06 2013-06-20 2013-08-18 2013-09-03 2014-07-29 2015-11-05 2016-02-19 2017-07-17 2017-10-26 2018-04-04 2018-08-26 2019-03-11 2019-08-27 2020-01-05 2020-01-26,  Charles Harris Nathaniel J. Smith Jonathan Underwood Dongjoon Hyun Jeffrey Yancey Eric Wieser Jon Dufresne Anton Ritter-Gogerly
numpy/distutils/tests/test_fcompiler_intel.py, test_fcompiler_intel.py, 2011-03-09, 3, 9,  2011-03-09 2013-02-27 2013-03-27 2013-04-06 2015-07-25 2017-07-17 2018-04-04 2019-08-27 2020-01-05,  rgommers Charles Harris Jon Dufresne
numpy/f2py/tests/test_size.py, test_size.py, 2011-03-13, 5, 18,  2011-03-13 2011-05-06 2013-02-27 2013-03-27 2013-04-06 2013-04-08 2013-08-18 2015-07-25 2017-08-06 2017-08-28 2017-08-29 2018-03-25 2018-04-04 2019-08-27 2021-11-28 2021-12-02 2021-12-06,  Pearu Peterson Charles Harris Nico Schlömer Jon Dufresne Rohit Goswami
numpy/core/tests/test_iterator.py, test_iterator.py, 2011-03-13, 1, 9,  2011-03-13 2011-03-14 2011-05-18 2011-05-21 2011-06-07 2011-06-28,  Mark Wiebe
numpy/core/tests/test_api.py, test_api.py, 2011-03-23, 19, 63,  2011-03-23 2011-05-31 2011-06-01 2011-07-08 2011-07-10 2011-08-07 2011-08-22 2012-05-11 2012-10-21 2012-10-22 2013-02-27 2013-03-27 2013-03-25 2013-04-06 2013-04-24 2013-04-25 2013-04-26 2013-05-10 2013-06-06 2013-06-29 2013-07-08 2013-07-11 2013-07-10 2013-08-18 2013-09-18 2013-10-02 2013-10-23 2013-12-20 2014-10-08 2015-07-22 2016-05-24 2016-08-06 2016-12-04 2017-03-25 2018-04-04 2018-04-29 2019-06-25 2019-11-11 2019-08-27 2020-01-09 2020-04-24 2020-05-02 2020-06-10 2020-06-26 2020-07-20 2020-11-04 2020-11-09 2021-01-29 2021-06-05 2021-06-07 2021-06-08 2021-08-07 2021-08-18 2022-01-10 2022-02-11,  Mark Wiebe Nathaniel J. Smith Sebastian Berg Charles Harris Jay Bourque m-d-w Julian Taylor Brian Kearns Boxiang Sun mattip James Sanders Eric Wieser Marten van Kerkwijk Kexuan Sun Jon Dufresne Seth Troisi dojafrat czgdp1807 Dimitri Papadopoulos
numpy/core/tests/test_nditer.py, test_nditer.py, 2011-07-10, 18, 100,  2011-07-10 2011-07-29 2011-07-30 2011-07-31 2011-08-18 2011-08-26 2012-02-13 2012-02-21 2012-03-18 2012-05-15 2012-05-18 2012-05-19 2012-05-11 2013-02-26 2013-02-24 2013-02-27 2013-03-01 2013-03-17 2013-03-18 2013-03-05 2013-03-27 2013-04-06 2013-04-13 2013-04-17 2013-08-18 2013-10-14 2013-10-21 2014-03-07 2014-10-15 2015-07-05 2015-07-22 2016-08-06 2016-06-19 2016-09-10 2015-07-27 2016-09-05 2017-01-19 2017-01-21 2017-03-25 2017-05-09 2017-06-03 2017-08-01 2015-07-28 2017-11-12 2018-03-12 2018-03-23 2018-03-25 2018-04-04 2018-04-20 2018-04-22 2018-04-29 2018-05-14 2018-06-18 2018-08-19 2018-12-01 2018-12-06 2019-05-31 2019-05-27 2019-11-11 2019-08-27 2020-01-05 2020-03-31 2020-05-11 2020-08-11 2020-11-04 2021-01-24 2021-02-03 2021-02-09 2021-02-20 2021-03-02 2021-03-17 2021-03-25 2021-04-19 2021-07-03 2021-07-06 2021-08-02 2021-09-21 2021-10-23 2021-10-25 2021-12-18,  Mark Wiebe Charles Harris Nathaniel J. Smith Sebastian Berg Julian Taylor mattip Pauli Virtanen Allan Haldane Eric Wieser Ville Skyttä Marten van Kerkwijk Roman Yurchak luzpaz Jon Dufresne mrios Hugo Defois Matti Picus Dimitri Papadopoulos
numpy/polynomial/tests/test_printing.py, test_printing.py, 2011-07-15, 5, 16,  2011-07-15 2013-02-27 2013-03-27 2013-04-06 2013-08-18 2013-09-03 2017-07-17 2017-08-10 2017-05-18 2018-04-04 2019-08-27 2020-01-05 2020-04-21 2020-02-27 2020-05-07 2020-12-07,  Charles Harris Eric Wieser Allan Haldane Jon Dufresne Ross Barnowski
numpy/testing/tests/test_doctesting.py, test_doctesting.py, 2011-08-15, 3, 7,  2011-08-15 2013-02-27 2013-03-27 2013-04-06 2018-03-25 2019-08-27,  Matthew Brett Charles Harris Jon Dufresne
None, test_na.py, 2011-07-22, 3, 17,  2011-07-22 2011-07-25 2011-07-26 2011-07-27 2011-07-28 2011-07-29 2011-08-19 2011-08-26 2012-02-13 2012-05-11,  Mark Wiebe Charles Harris Nathaniel J. Smith
None, test_maskna.py, 2011-07-29, 5, 56,  2011-07-29 2011-07-31 2011-08-02 2011-08-03 2011-08-04 2011-08-05 2011-08-07 2011-08-12 2011-08-15 2011-08-16 2011-08-17 2011-08-18 2011-08-19 2011-08-22 2011-08-23 2011-08-25 2011-08-30 2012-01-14 2012-02-08 2012-02-24 2012-03-18 2012-05-10 2012-05-15 2012-05-18 2012-05-11,  Mark Wiebe 87 Charles Harris Bryan Van de Ven Nathaniel J. Smith
numpy/core/tests/test_indexing.py, test_indexing.py, 2011-08-03, 27, 95,  2011-08-03 2013-02-27 2013-03-27 2013-04-06 2011-10-28 2012-09-14 2013-04-12 2012-11-01 2013-04-13 2013-06-09 2013-08-05 2013-08-08 2013-08-17 2013-08-18 2013-09-22 2014-01-25 2013-04-14 2013-09-25 2013-09-26 2013-10-25 2013-10-26 2013-10-27 2013-10-28 2013-12-13 2013-12-14 2013-12-16 2013-12-24 2014-02-13 2014-02-14 2014-02-19 2014-03-25 2014-03-26 2014-06-12 2014-07-06 2014-07-04 2014-09-13 2015-03-24 2014-02-22 2015-05-07 2015-03-05 2015-07-11 2015-07-05 2015-07-22 2015-08-25 2015-08-29 2015-09-06 2016-01-03 2016-02-09 2016-04-20 2016-05-24 2016-08-06 2016-09-06 2016-11-16 2016-11-23 2016-12-04 2017-06-03 2017-07-17 2015-07-28 2017-09-13 2017-09-17 2017-11-23 2018-02-16 2018-02-27 2018-03-12 2018-03-23 2018-03-25 2018-04-04 2018-04-29 2018-06-17 2018-07-01 2018-08-19 2018-09-19 2019-06-05 2019-08-01 2019-08-27 2020-01-05 2020-01-04 2020-01-07 2020-01-23 2020-06-19 2020-06-03 2020-08-06 2021-01-11 2021-02-12 2020-03-02 2022-01-13 2022-02-10,  Mark Wiebe Charles Harris Han Genuit Sebastian Berg Dimas Abreu Dutra Julian Taylor Nathaniel J. Smith Allan Haldane Greg Thomsen Holger Kohr Tadeu Manoel mattip Pierre de Buyl Yu Feng John Kirkham Eric Wieser luz.paz Pauli Virtanen Marten van Kerkwijk Bruce Merry jeremiedbb Jon Dufresne Seth Troisi Warren Weckesser Aaron Meurer Dimitri Papadopoulos Peter Hawkins
numpy/polynomial/tests/test_classes.py, test_classes.py, 2011-12-23, 8, 28,  2011-12-23 2011-12-24 2012-01-01 2012-01-02 2012-01-03 2013-03-27 2013-04-06 2013-07-02 2013-08-18 2013-09-03 2014-04-30 2014-07-29 2015-12-03 2017-03-30 2017-07-29 2018-02-16 2018-04-04 2018-04-07 2018-07-06 2019-07-13 2019-07-14 2019-08-27 2020-01-05 2020-01-26 2020-03-26 2020-04-21 2021-07-15,  Charles Harris Jonathan Underwood Eric Wieser patto90 Jon Dufresne Anton Ritter-Gogerly Ross Barnowski Raghuveer Devulapalli
